gene,mean_B,mean_other,det_B,det_other,log2FC,det_diff
Rcan2,0.5733,0.1666,0.2916,0.1164,1.7825,0.1752
Gm34857,0.0138,0.0011,0.0078,0.0009,3.6444,0.0068
Enpp5,0.4587,0.0429,0.2411,0.0307,3.4193,0.2104
Enpp4,0.117,0.0633,0.0608,0.0509,0.8867,0.0099
Gm34917,0.0565,0.0507,0.0289,0.0408,0.1561,-0.0119
Clic5,0.0156,0.0117,0.0086,0.0086,0.4194,0.0001
Runx2,0.2623,0.0493,0.1435,0.0398,2.4121,0.1038
Runx2os3,0.0,0.0,0.0,0.0,0.0,0.0
Supt3,0.237,0.4931,0.1255,0.3463,-1.0571,-0.2207
4930564C03Rik,0.0,0.0003,0.0,0.0003,-8.4329,-0.0003
Gm52304,0.0004,0.0004,0.0002,0.0003,0.0376,-0.0001
Gm35097,0.0003,1e-04,0.0002,0.0001,1.5045,0.0001
Gm54008,0.0,1e-04,0.0,0.0,-5.9736,-0.0
Gm41582,0.0,1e-04,0.0,0.0001,-6.4579,-0.0001
Gm35204,0.0002,0.0002,0.0001,0.0001,0.0964,0.0
Cdc5l,0.2722,0.2281,0.1454,0.1835,0.2551,-0.0381
B230354K17Rik,0.04,0.0612,0.0217,0.0528,-0.6113,-0.0311
Spats1,0.0425,0.0052,0.0232,0.0045,3.0422,0.0187
Aars2,0.063,0.0754,0.0351,0.0588,-0.258,-0.0237
Tcte1,0.0045,0.0,0.0024,0.0,6.8682,0.0023
Tmem151b,0.0921,0.0002,0.0504,0.0001,8.6123,0.0503
Nfkbie,0.0061,0.0147,0.0031,0.0117,-1.2814,-0.0086
Slc35b2,0.0647,0.0871,0.0355,0.0615,-0.4283,-0.026
Hsp90ab1,1.6099,0.6638,0.7346,0.419,1.2782,0.3157
Gm35399,0.0029,0.002,0.0014,0.0015,0.5702,-0.0001
Slc29a1,0.0938,1.0636,0.0499,0.6131,-3.5036,-0.5633
Mymx,0.0,0.0,0.0,0.0,-4.9729,-0.0
Gm52283,0.0002,0.0011,0.0001,0.0008,-2.4995,-0.0007
Capn11,0.0031,0.0054,0.0015,0.0039,-0.8038,-0.0024
Tmem63b,0.3438,0.3735,0.1835,0.2652,-0.1199,-0.0818
Mrpl14,0.1528,0.2157,0.0833,0.1462,-0.4974,-0.0629
Gm35456,0.0041,0.0189,0.0023,0.0131,-2.1921,-0.0109
BE949265,0.0,0.0,0.0,0.0,0.0,0.0
1600014C23Rik,0.0,0.0,0.0,0.0,0.0,0.0
F630040K05Rik,0.0018,0.0034,0.0011,0.0023,-0.903,-0.0012
Gm35692,0.0,1e-04,0.0,0.0,-6.1432,-0.0
4930542M03Rik,0.0,0.0002,0.0,0.0002,-7.8331,-0.0002
Gm41584,0.0,0.0044,0.0,0.0035,-12.1023,-0.0035
Gm41585,0.0,1e-04,0.0,0.0,-5.7915,-0.0
Gm36122,0.0002,0.0,0.0001,0.0,2.3145,0.0001
Vegfa,0.1261,1.3794,0.0662,0.7389,-3.4516,-0.6728
Mrps18a,0.27,0.1246,0.1466,0.0975,1.1163,0.0491
Rsph9,0.0474,0.0027,0.0257,0.0019,4.1249,0.0238
Mad2l1bp,0.0195,0.0271,0.0109,0.0207,-0.4721,-0.0098
Gtpbp2,0.1893,0.4912,0.1021,0.3397,-1.3758,-0.2376
Polh,0.0501,0.0528,0.0268,0.0453,-0.0771,-0.0185
Xpo5,0.1179,0.1532,0.0658,0.124,-0.3774,-0.0582
Mir693,0.0,0.0,0.0,0.0,0.0,0.0
Gm22474,0.0,0.0,0.0,0.0,0.0,0.0
Polr1c,0.1056,0.0816,0.0575,0.0632,0.373,-0.0057
Yipf3,0.1731,0.1694,0.0946,0.1231,0.0305,-0.0284
Lrrc73,0.1239,0.002,0.0691,0.0014,5.9794,0.0677
Tjap1,0.0771,0.1015,0.041,0.0854,-0.3965,-0.0444
Dlk2,0.1185,0.0009,0.0664,0.0005,7.063,0.0659
Gm41588,0.0031,0.0,0.0017,0.0,11.6084,0.0017
Abcc10,0.0675,0.2712,0.0365,0.2013,-2.0062,-0.1648
BC040756,0.0,0.0002,0.0,0.0002,-7.7758,-0.0002
Zfp318,0.2281,0.2875,0.1252,0.2222,-0.3341,-0.097
Crip3,0.0114,0.0239,0.0064,0.0186,-1.0635,-0.0122
Slc22a7,0.0018,0.0313,0.001,0.0198,-4.1446,-0.0189
Gm36541,0.0,0.0,0.0,0.0,-4.368,-0.0
Ttbk1,0.1568,0.0247,0.0861,0.02,2.6645,0.0662
Dnph1,0.0078,0.0096,0.0044,0.0067,-0.2908,-0.0023
Cul9,0.2097,0.1811,0.114,0.146,0.2114,-0.0321
Srf,0.0421,0.0511,0.0233,0.0398,-0.2805,-0.0165
Mir6976,0.0,0.0,0.0,0.0,0.0,0.0
Ptk7,0.0546,0.0067,0.0287,0.0043,3.0367,0.0244
Klc4,0.0379,0.1945,0.0209,0.1385,-2.3599,-0.1176
Mrpl2,0.1947,0.2082,0.1053,0.1472,-0.0963,-0.0418
Cul7,0.0353,0.0368,0.0193,0.0294,-0.0602,-0.0101
Rrp36,0.0618,0.102,0.0341,0.0851,-0.7226,-0.051
Klhdc3,0.1296,0.166,0.0722,0.1242,-0.3573,-0.052
Mea1,0.0683,0.037,0.0382,0.0279,0.8831,0.0103
Ppp2r5d,0.0771,0.0673,0.0423,0.0523,0.1944,-0.01
Pex6,0.1244,0.4143,0.0675,0.2836,-1.7358,-0.2161
Gnmt,0.0345,1.9819,0.0171,0.8816,-5.8455,-0.8645
Cnpy3,0.1878,0.2523,0.1026,0.1953,-0.426,-0.0927
Ptcra,0.0011,0.0064,0.0005,0.0041,-2.545,-0.0035
2310039H08Rik,0.0524,0.3901,0.0284,0.2707,-2.8972,-0.2423
Rpl7l1,0.1506,0.22,0.082,0.1777,-0.547,-0.0957
Bicral,0.6182,0.5743,0.3199,0.3945,0.1062,-0.0746
Tbcc,0.1066,0.0508,0.0585,0.0395,1.0699,0.019
Prph2,0.0,0.0002,0.0,0.0001,-7.435,-0.0001
Ubr2,0.3945,0.7853,0.207,0.5,-0.9932,-0.293
Gm54009,0.0,0.0005,0.0,0.0004,-9.0262,-0.0004
Gm41589,0.0009,0.0,0.0004,0.0,6.5702,0.0004
Trerf1,0.5831,0.059,0.3032,0.0361,3.3055,0.267
Gm36715,0.0412,0.0019,0.0223,0.0012,4.418,0.0211
Mrps10,0.1943,0.2014,0.104,0.1569,-0.0515,-0.0529
Guca1b,0.0042,0.0134,0.0023,0.0103,-1.6775,-0.008
Guca1a,0.0002,0.0118,0.0001,0.0085,-5.9627,-0.0084
1700001C19Rik,0.0026,0.1464,0.0019,0.1211,-5.8327,-0.1192
AI661453,0.0014,0.0818,0.001,0.0685,-5.8203,-0.0675
Taf8,0.0704,0.1214,0.0376,0.097,-0.7852,-0.0595
Ccnd3,0.109,0.6471,0.0561,0.4268,-2.5693,-0.3707
Gm41590,0.0037,0.0137,0.0021,0.0129,-1.8983,-0.0109
Bysl,0.0688,0.053,0.0382,0.0459,0.3765,-0.0076
Gm20517,0.04,0.0492,0.0217,0.0435,-0.2977,-0.0218
Med20,0.0344,0.1509,0.0193,0.1147,-2.1341,-0.0954
Usp49,0.001,0.0018,0.0004,0.0017,-0.9349,-0.0013
Tomm6,0.3414,0.2246,0.1825,0.1606,0.604,0.0219
Frs3,0.0784,0.0774,0.0422,0.0578,0.0186,-0.0156
Tomm6os,0.0105,0.0088,0.0059,0.0073,0.2478,-0.0014
Prickle4,0.0115,0.0085,0.0062,0.0072,0.4308,-0.001
Frs3os,0.0003,1e-04,0.0001,0.0001,0.8508,-0.0
Gm46579,0.0,0.0,0.0,0.0,0.0,0.0
Pgc,0.0002,0.0004,0.0001,0.0002,-1.0642,-0.0001
Tfeb,0.0406,0.131,0.0214,0.1049,-1.6903,-0.0835
Mdfi,0.0005,0.0086,0.0003,0.0059,-4.2547,-0.0056
Gm25201,0.0,0.0,0.0,0.0,0.0,0.0
n-R5s28,0.0,0.0,0.0,0.0,0.0,0.0
Foxp4,0.0548,0.2654,0.0303,0.212,-2.2762,-0.1816
Gm29938,0.0008,0.0002,0.0003,0.0001,1.7522,0.0002
Gm41591,0.0,0.0005,0.0,0.0004,-8.9662,-0.0004
1700122O11Rik,0.0,1e-04,0.0,0.0001,-6.5021,-0.0001
Gm30068,0.0297,0.0219,0.0174,0.0177,0.4391,-0.0004
LOC108168361,0.0,0.0,0.0,0.0,0.0,0.0
A730006G06Rik,0.0013,0.0002,0.0008,0.0001,2.9917,0.0006
1700067P10Rik,0.0,0.0,0.0,0.0,0.0,0.0
9830107B12Rik,0.0,0.0006,0.0,0.0005,-9.2566,-0.0005
A530064D06Rik,0.0,0.001,0.0,0.0008,-9.9814,-0.0008
Trem1,0.0,0.0013,0.0,0.001,-10.3969,-0.001
Gm52308,0.0008,0.0005,0.0004,0.0004,0.6068,0.0001
Gm52307,0.0,0.0,0.0,0.0,0.0,0.0
Trem3,0.0006,0.0016,0.0003,0.0012,-1.3986,-0.0009
Treml4,0.0006,0.015,0.0003,0.0106,-4.6018,-0.0102
Treml2,0.0002,0.0012,0.0001,0.0009,-2.3772,-0.0008
B430306N03Rik,0.0006,0.0212,0.0003,0.0151,-5.1657,-0.0147
Trem2,0.0211,0.0029,0.0113,0.0018,2.8743,0.0096
Treml1,0.0005,0.0002,0.0003,0.0002,1.3049,0.0002
Nfya,0.0265,0.0903,0.0142,0.071,-1.7696,-0.0568
Oard1,0.0794,0.111,0.0418,0.0855,-0.4832,-0.0437
Apobec2,0.0019,0.0008,0.0009,0.0006,1.3037,0.0003
Gm30283,0.0004,0.0006,0.0002,0.0006,-0.6413,-0.0004
Tspo2,0.0023,1e-04,0.0011,0.0,4.8428,0.001
Unc5cl,0.0005,0.0053,0.0002,0.0041,-3.5339,-0.0039
Gm30419,0.0,0.0,0.0,0.0,0.0,0.0
Gm24071,0.0,0.0,0.0,0.0,-4.2776,-0.0
Lrfn2,0.2536,0.0028,0.1368,0.0017,6.4757,0.1352
1700008K24Rik,0.0,0.0,0.0,0.0,0.0,0.0
Gm30475,0.0004,0.0,0.0002,0.0,8.6511,0.0002
Gm30532,0.0029,0.0009,0.0015,0.0006,1.7629,0.0009
Gm22978,0.0,0.0,0.0,0.0,0.0,0.0
Gm17830,0.0004,0.0033,0.0002,0.0028,-3.1877,-0.0026
Gm41594,0.0,0.0,0.0,0.0001,-5.4652,-0.0001
Mocs1,0.0408,0.4087,0.0224,0.3017,-3.3252,-0.2792
Daam2,0.1876,0.0295,0.0904,0.0179,2.6698,0.0725
Gm52301,0.0004,1e-04,0.0002,0.0001,2.4942,0.0002
Kif6,0.0598,0.0014,0.0315,0.0009,5.3702,0.0306
Gm16555,0.0006,0.0,0.0003,0.0,9.1928,0.0003
Rftn1,0.0742,0.061,0.0371,0.0402,0.2831,-0.0031
Gm52302,0.0002,1e-04,0.0001,0.0001,0.8849,0.0
Gm41597,0.0,0.0,0.0,0.0,0.0,0.0
AY702103,0.0,0.0003,0.0,0.0002,-8.1816,-0.0002
Dazl,0.0131,0.0002,0.0077,0.0001,6.3328,0.0076
Gm31015,0.1031,0.0122,0.0523,0.0097,3.085,0.0427
Gm30958,0.0043,0.0009,0.0027,0.0006,2.2397,0.0021
Gm54010,0.01,0.006,0.0054,0.0054,0.7435,0.0
Plcl2,0.5425,0.4901,0.2838,0.344,0.1466,-0.0602
Gm7334,0.0045,0.0064,0.0027,0.0055,-0.4983,-0.0028
Tbc1d5,0.5859,1.1418,0.2943,0.6294,-0.9627,-0.3351
Gm41598,0.0027,0.0024,0.0015,0.0022,0.1843,-0.0007
Gm31083,0.006,0.0108,0.0032,0.0096,-0.8449,-0.0064
C330011F03Rik,0.0002,0.0015,0.0001,0.0015,-2.6219,-0.0014
Gm31143,0.0013,0.0,0.0008,0.0,10.3245,0.0008
Satb1,0.3205,0.0188,0.1679,0.0115,4.0928,0.1564
Gm54011,0.0013,0.0016,0.0008,0.0016,-0.3067,-0.0008
Gm20098,0.0031,1e-04,0.0017,0.0001,4.6806,0.0016
Gm19585,0.0002,0.0012,0.0001,0.0007,-2.4029,-0.0006
Gm41600,0.0003,0.0,0.0002,0.0,3.3443,0.0002
Gm27217,0.0004,0.0,0.0002,0.0,8.7617,0.0002
Kcnh8,0.0448,0.0023,0.0219,0.0017,4.2883,0.0202
Gm41601,0.0,0.0,0.0,0.0,-5.2813,-0.0
Gm29770,0.0,0.0,0.0,0.0,-5.188,-0.0
Efhb,0.0024,0.0023,0.0013,0.0016,0.053,-0.0003
Rab5a,0.2757,0.3831,0.1481,0.2876,-0.4746,-0.1396
Pp2d1,0.0033,0.0156,0.0017,0.0088,-2.243,-0.0071
Kat2b,0.1881,0.8141,0.0955,0.5146,-2.1136,-0.4191
Sgo1,0.0014,0.0012,0.0008,0.001,0.2557,-0.0003
4932415M13Rik,0.0002,0.0,0.0001,0.0,2.7082,0.0001
Mark1-ps2,0.0,0.0,0.0,0.0,0.0,0.0
Gm53198,0.0,0.0,0.0,0.0,-3.6793,-0.0
Sult1c2,0.0002,0.0039,0.0001,0.0027,-4.0751,-0.0026
Sult1c1,0.0,1e-04,0.0,0.0001,-6.6752,-0.0001
Slc5a7,0.0113,1e-04,0.0056,0.0001,6.2761,0.0055
1700025K24Rik,0.0005,1e-04,0.0002,0.0,2.7014,0.0002
Gm26291,0.0,0.0,0.0,0.0,0.0,0.0
Gm32055,0.0,0.0,0.0,0.0,0.0,0.0
LOC115488844,0.0,0.0,0.0,0.0,0.0,0.0
St6gal2,0.272,0.0038,0.1481,0.0024,6.1463,0.1456
Vmn2r118,0.0009,1e-04,0.0005,0.0,4.0455,0.0005
Pot1b,0.0989,0.1548,0.0533,0.1166,-0.6459,-0.0633
Gm22654,0.0,0.0,0.0,0.0,0.0,0.0
Adgre4,0.0014,0.0631,0.0008,0.0399,-5.4867,-0.0392
Zfp959,0.0315,0.087,0.0173,0.0713,-1.4655,-0.054
Gm41603,0.015,0.0379,0.0084,0.0335,-1.3388,-0.0251
Zfp119b,0.0239,0.0738,0.0135,0.0605,-1.6237,-0.0471
Ebi3,0.0087,0.0085,0.0052,0.0071,0.0197,-0.0019
Gm16712,0.0045,0.0137,0.0027,0.0102,-1.5963,-0.0075
Yju2,0.056,0.0806,0.0288,0.0691,-0.5271,-0.0403
Shd,0.1422,0.002,0.0759,0.0014,6.1644,0.0745
Fsd1,0.1778,0.0033,0.0972,0.0028,5.7554,0.0944
Stap2,0.0111,0.3619,0.0058,0.2496,-5.0212,-0.2438
Mpnd,0.1004,0.1656,0.054,0.118,-0.7211,-0.064
Sh3gl1,0.2406,0.3353,0.1275,0.2456,-0.4786,-0.1181
Chaf1a,0.0121,0.0068,0.0067,0.0055,0.8306,0.0012
Ubxn6,0.1951,0.1517,0.1075,0.1095,0.3636,-0.002
Hdgfl2,0.2585,0.3764,0.1394,0.2478,-0.5423,-0.1084
n-TEctc4,0.0,0.0,0.0,0.0,-3.4933,-0.0
Plin4,0.0652,0.2482,0.0336,0.1737,-1.9288,-0.1401
Plin5,0.0047,0.1735,0.003,0.1281,-5.1996,-0.1251
Lrg1,0.0293,1.0767,0.016,0.5863,-5.1983,-0.5703
Sema6b,0.1149,0.0852,0.0636,0.0661,0.4328,-0.0025
Tnfaip8l1,0.0189,0.3178,0.0109,0.2425,-4.073,-0.2316
Mydgf,0.0795,0.0773,0.0438,0.06,0.0392,-0.0162
Dpp9,0.115,0.3173,0.064,0.2373,-1.4644,-0.1733
A230051N06Rik,0.0576,0.0002,0.0312,0.0001,7.8758,0.0311
Mir7b,0.0,0.0,0.0,0.0,0.0,0.0
Fem1a,0.0589,0.0535,0.0328,0.0426,0.1378,-0.0098
Ticam1,0.0049,0.0537,0.0025,0.0445,-3.4669,-0.042
Plin3,0.0337,0.1348,0.0171,0.1055,-2.0007,-0.0884
Arrdc5,0.001,1e-04,0.0005,0.0,4.2822,0.0005
Uhrf1,0.0023,0.0009,0.0012,0.0007,1.3525,0.0005
Kdm4b,0.2038,0.16,0.1094,0.1287,0.3492,-0.0193
Gm32715,0.0014,0.0014,0.0008,0.0012,-0.0111,-0.0005
Ptprs,0.7333,0.0499,0.3761,0.0311,3.8771,0.345
Mir6977,0.0,0.0,0.0,0.0,0.0,0.0
Gm32822,0.0063,0.0048,0.0036,0.0029,0.3807,0.0007
Gm9258,0.0023,1e-04,0.0014,0.0,5.1269,0.0014
Gm33089,0.0002,0.0002,0.0001,0.0001,0.5513,-0.0
Gm33211,0.0,0.0,0.0,0.0,0.0,0.0
Gm33258,0.0003,0.0006,0.0002,0.0005,-1.1468,-0.0002
Znrf4,0.0,0.0,0.0,0.0,0.0,0.0
Tincr,0.006,0.0061,0.0035,0.0049,-0.0358,-0.0015
Safb2,0.2915,0.6491,0.1552,0.4329,-1.1551,-0.2777
Safb,0.4005,0.7791,0.2133,0.4907,-0.9599,-0.2775
Micos13,0.2009,0.1616,0.1082,0.1202,0.3142,-0.0119
Rpl36,0.6782,0.8098,0.347,0.4847,-0.2558,-0.1378
Lonp1,0.1535,0.234,0.0845,0.1632,-0.6081,-0.0787
Catsperd,0.0184,0.0245,0.0099,0.0187,-0.4091,-0.0088
Gm33461,0.0002,1e-04,0.0001,0.0001,0.8544,0.0
Ranbp3,0.1319,0.2112,0.0716,0.1643,-0.6786,-0.0927
Vmac,0.0302,0.0449,0.0164,0.0319,-0.5712,-0.0155
Ndufa11,0.5702,0.1781,0.2966,0.123,1.6785,0.1735
Fut4-ps1,0.0,0.0,0.0,0.0,0.0,0.0
Nrtn,0.0181,0.0038,0.0096,0.0027,2.2539,0.0069
Dus3l,0.1693,0.1418,0.0909,0.1036,0.2555,-0.0127
Prr22,0.0043,0.0086,0.0023,0.007,-0.9838,-0.0048
Rfx2,0.0013,0.0129,0.0008,0.0111,-3.2603,-0.0103
Gm41604,0.0025,0.0066,0.0013,0.0057,-1.3984,-0.0044
Acsbg2,0.0,0.0006,0.0,0.0004,-9.29,-0.0004
Acsbg3,0.0074,0.0026,0.004,0.0024,1.4988,0.0016
Mllt1,0.0653,0.0823,0.0355,0.0676,-0.3344,-0.0321
Acer1,0.0002,0.0007,0.0001,0.0004,-1.9982,-0.0003
Gm33509,0.0013,0.0065,0.0008,0.0051,-2.3512,-0.0044
Clpp,0.4109,0.3245,0.2163,0.2445,0.3403,-0.0282
Alkbh7,0.0631,0.0239,0.0339,0.0177,1.3997,0.0162
Pspn,0.001,1e-04,0.0005,0.0001,3.1135,0.0004
Gtf2f1,0.1611,0.0759,0.0873,0.0623,1.0857,0.025
Khsrp,0.2298,0.272,0.1222,0.2112,-0.2431,-0.089
Slc25a41,0.0006,0.0002,0.0003,0.0002,1.5963,0.0001
Slc25a23,0.3059,0.6737,0.163,0.4366,-1.1393,-0.2737
Crb3,0.003,0.0941,0.0018,0.0733,-4.9861,-0.0715
Dennd1c,0.0081,0.023,0.0046,0.0152,-1.5103,-0.0105
Tubb4a,0.5808,0.0026,0.2924,0.0014,7.7991,0.291
Gm11110,0.0096,0.0028,0.0047,0.0019,1.7804,0.0029
Gm46589,0.0007,0.0002,0.0004,0.0002,1.5964,0.0003
Tnfsf9,0.01,0.0031,0.005,0.002,1.7115,0.003
Cd70,0.0011,0.0,0.0005,0.0,10.1451,0.0005
Gm33566,0.0017,0.0,0.0009,0.0,10.7299,0.0009
Tnfsf14,0.0,0.0055,0.0,0.0047,-12.4362,-0.0047
C3,0.0417,2.1189,0.0194,0.9453,-5.6667,-0.9258
Mir6978,0.0,0.0,0.0,0.0,0.0,0.0
Trip10,0.015,0.5126,0.0091,0.3524,-5.0956,-0.3433
Gpr108,0.0907,0.1961,0.0481,0.151,-1.1124,-0.1028
Vav1,0.0082,0.0474,0.0045,0.0317,-2.5265,-0.0271
Adgre1,0.0043,0.0858,0.0024,0.0526,-4.3115,-0.0502
Vmn2r120,0.0,1e-04,0.0,0.0001,-7.0065,-0.0001
Gm54014,0.0,0.0,0.0,0.0,-5.2339,-0.0
Cntnap5c,0.3037,0.0035,0.1538,0.0024,6.4425,0.1514
Pdzph1,0.002,0.0005,0.0012,0.0003,2.121,0.0009
Gm33751,0.0002,0.0,0.0001,0.0,7.4898,0.0001
Nudt12os,0.0002,0.0085,0.0001,0.0071,-5.5868,-0.007
Nudt12,0.0209,0.3653,0.0123,0.2724,-4.1246,-0.2601
n-TVcac3,0.0,0.0,0.0,0.0,0.0,0.0
Gm23203,0.0,0.0,0.0,0.0,0.0,0.0
Gm53985,0.0,0.0002,0.0,0.0002,-7.7187,-0.0002
Gm23447,0.0,0.0,0.0,0.0,0.0,0.0
Gm33890,0.0,0.0,0.0,0.0,-5.4567,-0.0
Gm53986,0.0004,0.0011,0.0002,0.0009,-1.4968,-0.0007
Gm34038,0.0,0.0,0.0,0.0,0.0,0.0
Gm52291,0.0,0.0,0.0,0.0,0.0,0.0
Gm25800,0.0,0.0,0.0,0.0,0.0,0.0
Efna5,0.5414,0.5895,0.2798,0.3846,-0.1229,-0.1048
Gm52303,0.0467,0.0361,0.0265,0.0308,0.3731,-0.0043
Gm46583,0.057,0.1122,0.0326,0.0953,-0.9771,-0.0627
Gm34179,0.0005,1e-04,0.0003,0.0001,2.6684,0.0002
Gm34324,0.0128,0.0026,0.007,0.0024,2.3102,0.0046
Fbxl17,0.8315,1.5166,0.4205,0.7405,-0.8671,-0.32
Gm53980,0.0008,0.0009,0.0004,0.0007,-0.1785,-0.0002
Gm41607,0.1303,0.6249,0.072,0.4161,-2.262,-0.3441
4930405O22Rik,0.0,0.0017,0.0,0.0016,-10.7509,-0.0016
Gm53981,0.0008,0.0,0.0004,0.0,9.5996,0.0004
Gm53982,0.0002,0.0002,0.0001,0.0002,-0.3159,-0.0001
Fer,0.3782,0.5611,0.2005,0.3846,-0.5691,-0.1841
Gm52300,0.0006,0.0003,0.0003,0.0002,1.0273,0.0001
1110058D11Rik,0.0005,0.0004,0.0002,0.0004,0.2511,-0.0002
Gm46590,0.0098,0.0099,0.0055,0.0092,-0.0207,-0.0037
Gm34858,0.0006,0.0009,0.0003,0.0006,-0.3888,-0.0003
Pja2,0.8357,0.5033,0.4272,0.3566,0.7316,0.0706
Mir6420,0.0,0.0,0.0,0.0,0.0,0.0
AU016765,0.0004,0.0,0.0002,0.0,3.156,0.0002
Gm35098,0.0,0.0,0.0,0.0,0.0,0.0
Man2a1,0.2792,1.7243,0.1487,0.8215,-2.6267,-0.6728
Dreh,1e-04,0.026,0.0001,0.0223,-7.9272,-0.0222
4930583I09Rik,0.0,0.0,0.0,0.0001,-5.4558,-0.0001
Gm4701,0.0002,0.0003,0.0001,0.0003,-1.0368,-0.0002
Gm25344,0.0,0.0,0.0,0.0,0.0,0.0
Gm35228,0.0004,0.0008,0.0002,0.0006,-0.9963,-0.0004
Gm53983,0.0004,0.0003,0.0002,0.0003,0.2919,-0.0
Tmem232,0.0475,0.003,0.0269,0.0021,3.9855,0.0247
Gm53984,0.0005,0.0025,0.0003,0.0024,-2.4317,-0.0021
Gm35400,0.0,1e-04,0.0,0.0001,-6.5242,-0.0001
Vapa,0.6377,0.5707,0.3312,0.3924,0.1603,-0.0612
Txndc2,0.0025,0.0007,0.0014,0.0005,1.7487,0.0009
Gm35477,0.0014,0.0,0.0006,0.0,5.5808,0.0006
Rab31,0.273,0.1289,0.1368,0.0841,1.0828,0.0528
Ppp4r1,0.1814,0.2694,0.0978,0.207,-0.5705,-0.1092
Ralbp1,0.5,0.2253,0.2616,0.1779,1.1499,0.0837
Gm49870,0.0194,0.0125,0.0109,0.0089,0.6404,0.002
Gm35550,0.0002,1e-04,0.0001,0.0,1.7208,0.0001
Twsg1,0.0623,0.0998,0.034,0.0745,-0.679,-0.0405
Ankrd12,1.0696,0.4445,0.5292,0.3137,1.2669,0.2155
Ndufv2,0.5562,0.2632,0.2901,0.1971,1.0791,0.093
Gm23264,0.0002,0.0002,0.0001,0.0003,-0.1192,-0.0001
Washc1,0.1061,0.1074,0.0581,0.0815,-0.0182,-0.0235
Ddx11,0.0069,0.0911,0.0037,0.0709,-3.7316,-0.0673
Gm20742,1e-04,1e-04,0.0001,0.0,0.9862,0.0001
Mtcl1,0.386,0.0078,0.2016,0.0046,5.6319,0.197
Rab12,0.3058,0.1857,0.1649,0.1393,0.7193,0.0257
Gm41608,0.0487,0.0257,0.026,0.0219,0.9217,0.0041
Themis3,0.0004,0.0004,0.0002,0.0003,-0.0402,-0.0001
Ptprm,0.4157,0.2976,0.2066,0.1682,0.482,0.0384
1700016K05Rik,0.0246,0.0054,0.0135,0.004,2.1943,0.0095
Mir5709,0.0,0.0,0.0,0.0,0.0,0.0
Gm52313,0.0323,0.0494,0.0178,0.0335,-0.6108,-0.0157
Gm36152,0.0002,0.0,0.0001,0.0,7.9209,0.0001
Gm36201,0.0004,0.0002,0.0002,0.0001,1.163,0.0001
Gm52321,0.0002,0.0002,0.0001,0.0001,0.1556,0.0
Lrrc30,0.0,0.0,0.0,0.0,-3.4099,-0.0
Lama1,0.0174,0.029,0.0088,0.0172,-0.7385,-0.0084
Arhgap28,0.004,0.037,0.0022,0.0226,-3.2176,-0.0204
Gm36252,0.0,0.0,0.0,0.0,0.0,0.0
Gm36312,0.0,1e-04,0.0,0.0,-6.3946,-0.0
L3mbtl4,0.0543,0.0034,0.0289,0.0024,3.977,0.0265
Gm38593,0.0102,0.0,0.0058,0.0,13.3125,0.0058
Tmem200c,0.0121,1e-04,0.0069,0.0,7.2654,0.0069
Gm36392,0.0014,0.0002,0.0008,0.0001,2.8473,0.0006
Gm36437,0.0,1e-04,0.0,0.0001,-6.2501,-0.0001
Epb41l3,0.699,0.0358,0.3536,0.0242,4.2853,0.3293
2410021H03Rik,0.0156,0.0002,0.0085,0.0001,6.5458,0.0084
Gm53973,0.0002,0.0,0.0001,0.0,2.2853,0.0001
Zbtb14,0.0749,0.0578,0.0408,0.0453,0.3727,-0.0045
C030034I22Rik,0.0609,0.044,0.0331,0.0367,0.4689,-0.0036
Akain1,0.0869,0.0009,0.0465,0.0005,6.5456,0.046
A730049N16Rik,0.0002,0.0,0.0001,0.0,7.3973,0.0001
Gm36594,0.0004,1e-04,0.0002,0.0001,2.8729,0.0001
Dlgap1,1.8467,0.4495,0.7989,0.3023,2.0387,0.4967
Gm46581,0.0689,0.002,0.0386,0.0015,5.121,0.0372
Gm36746,0.2337,0.0147,0.1244,0.0121,3.988,0.1124
Gm41609,0.0883,0.0319,0.0488,0.0251,1.4701,0.0237
Gm41610,0.0004,0.0068,0.0002,0.0064,-4.1577,-0.0062
Tgif1,0.0047,0.2216,0.0026,0.1675,-5.5509,-0.1649
Gm36856,0.0013,0.0901,0.0006,0.0677,-6.1306,-0.067
Mir1195,0.0,0.0005,0.0,0.0004,-9.0689,-0.0004
Gm26510,0.0109,0.0367,0.006,0.0252,-1.7472,-0.0192
Gm52315,0.0027,0.0009,0.0016,0.0006,1.5467,0.001
Gm46595,0.0008,0.0003,0.0005,0.0003,1.2288,0.0003
Gm41611,0.0004,0.0031,0.0002,0.0021,-2.8353,-0.0019
Myl12b,0.8185,0.3007,0.4134,0.2253,1.4445,0.1882
Myl12a,0.0562,0.1859,0.0301,0.1373,-1.7253,-0.1072
Gm53974,0.0004,1e-04,0.0002,0.0002,1.5629,0.0001
Myom1,0.0073,0.086,0.004,0.0691,-3.5634,-0.0651
Lpin2,0.34,1.4076,0.1814,0.7254,-2.0495,-0.544
Emilin2,0.0176,0.0237,0.009,0.0172,-0.4307,-0.0082
4930471L23Rik,0.0008,0.0004,0.0003,0.0002,1.0097,0.0001
Gm4566,0.001,0.001,0.0005,0.0008,0.0331,-0.0003
Smchd1,0.3649,0.4765,0.1913,0.3423,-0.385,-0.151
Ndc80,0.002,0.0016,0.0011,0.0011,0.3054,-0.0
